label,subclass,target_name,run_id,group_id,frame_id,trajectory,tilt,roll,source_image,json_label,crop_type,x_min,y_min,x_max,y_max,file
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_175506,100lbs_bomb/2023-09-20_175506,0876,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175506\gopro\0876.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175506\labels\0876.json,bbox_x3_margin,705,301,1317,1040,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_175506__0876.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_175703,100lbs_bomb/2023-09-20_175703,0138,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175703\gopro\0138.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175703\labels\0138.json,bbox_x3_margin,612,281,1272,898,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_175703__0138.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_175703,100lbs_bomb/2023-09-20_175703,0322,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175703\gopro\0322.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175703\labels\0322.json,bbox_x3_margin,522,355,1452,800,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_175703__0322.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_175703,100lbs_bomb/2023-09-20_175703,0506,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175703\gopro\0506.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175703\labels\0506.json,bbox_x3_margin,380,405,1432,789,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_175703__0506.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_175703,100lbs_bomb/2023-09-20_175703,0690,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175703\gopro\0690.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175703\labels\0690.json,bbox_x3_margin,471,336,1353,858,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_175703__0690.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_175703,100lbs_bomb/2023-09-20_175703,0874,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175703\gopro\0874.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175703\labels\0874.json,bbox_x3_margin,677,306,1294,1032,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_175703__0874.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_175905,100lbs_bomb/2023-09-20_175905,0157,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175905\gopro\0157.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175905\labels\0157.json,bbox_x3_margin,692,281,1309,898,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_175905__0157.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_175905,100lbs_bomb/2023-09-20_175905,0333,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175905\gopro\0333.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175905\labels\0333.json,bbox_x3_margin,555,346,1392,815,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_175905__0333.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_175905,100lbs_bomb/2023-09-20_175905,0509,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175905\gopro\0509.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175905\labels\0509.json,bbox_x3_margin,492,421,1422,776,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_175905__0509.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_175905,100lbs_bomb/2023-09-20_175905,0685,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175905\gopro\0685.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175905\labels\0685.json,bbox_x3_margin,518,349,1339,842,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_175905__0685.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_175905,100lbs_bomb/2023-09-20_175905,0861,L to R (z: 500),-34°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175905\gopro\0861.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_175905\labels\0861.json,bbox_x3_margin,563,318,1162,978,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_175905__0861.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_180506,100lbs_bomb/2023-09-20_180506,0116,L to R (z: 250),-42°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180506\gopro\0116.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180506\labels\0116.json,bbox_x3_margin,673,274,1232,926,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_180506__0116.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_180506,100lbs_bomb/2023-09-20_180506,0300,L to R (z: 250),-42°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180506\gopro\0300.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180506\labels\0300.json,bbox_x3_margin,569,334,1390,827,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_180506__0300.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_180506,100lbs_bomb/2023-09-20_180506,0484,L to R (z: 250),-42°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180506\gopro\0484.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180506\labels\0484.json,bbox_x3_margin,466,419,1412,769,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_180506__0484.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_180506,100lbs_bomb/2023-09-20_180506,0668,L to R (z: 250),-42°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180506\gopro\0668.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180506\labels\0668.json,bbox_x3_margin,535,352,1367,842,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_180506__0668.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_180506,100lbs_bomb/2023-09-20_180506,0852,L to R (z: 250),-42°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180506\gopro\0852.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180506\labels\0852.json,bbox_x3_margin,720,298,1287,995,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_180506__0852.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_180722,100lbs_bomb/2023-09-20_180722,0139,L to R (z: 250),-42°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180722\gopro\0139.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180722\labels\0139.json,bbox_x3_margin,659,275,1234,916,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_180722__0139.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_180722,100lbs_bomb/2023-09-20_180722,0325,L to R (z: 250),-42°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180722\gopro\0325.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180722\labels\0325.json,bbox_x3_margin,594,350,1431,811,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_180722__0325.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_180722,100lbs_bomb/2023-09-20_180722,0510,L to R (z: 250),-42°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180722\gopro\0510.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180722\labels\0510.json,bbox_x3_margin,475,420,1418,780,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_180722__0510.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_180722,100lbs_bomb/2023-09-20_180722,0695,L to R (z: 250),-42°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180722\gopro\0695.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180722\labels\0695.json,bbox_x3_margin,560,333,1360,855,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_180722__0695.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_180722,100lbs_bomb/2023-09-20_180722,0881,L to R (z: 250),-42°,0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180722\gopro\0881.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_180722\labels\0881.json,bbox_x3_margin,790,302,1328,1033,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_180722__0881.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_181139,100lbs_bomb/2023-09-20_181139,0159,L to R (z: 250),-42°,90°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_181139\gopro\0159.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_181139\labels\0159.json,bbox_x3_margin,636,376,1200,1004,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_181139__0159.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_181139,100lbs_bomb/2023-09-20_181139,0345,L to R (z: 250),-42°,90°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_181139\gopro\0345.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_181139\labels\0345.json,bbox_x3_margin,708,214,1116,1046,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_181139__0345.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_181139,100lbs_bomb/2023-09-20_181139,0531,L to R (z: 250),-42°,90°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_181139\gopro\0531.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_181139\labels\0531.json,bbox_x3_margin,751,114,1130,996,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_181139__0531.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_181139,100lbs_bomb/2023-09-20_181139,0717,L to R (z: 250),-42°,90°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_181139\gopro\0717.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_181139\labels\0717.json,bbox_x3_margin,686,237,1196,939,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_181139__0717.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_181139,100lbs_bomb/2023-09-20_181139,0903,L to R (z: 250),-42°,90°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_181139\gopro\0903.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_181139\labels\0903.json,bbox_x3_margin,662,159,1417,633,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_181139__0903.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_182317,100lbs_bomb/2023-09-20_182317,0140,"flyby (z: 250, y: 1420)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_182317\gopro\0140.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_182317\labels\0140.json,bbox_x3_margin,759,126,1143,1077,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_182317__0140.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_182317,100lbs_bomb/2023-09-20_182317,0176,"flyby (z: 250, y: 1420)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_182317\gopro\0176.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_182317\labels\0176.json,bbox_x3_margin,732,195,1161,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_182317__0176.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_182317,100lbs_bomb/2023-09-20_182317,0212,"flyby (z: 250, y: 1420)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_182317\gopro\0212.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_182317\labels\0212.json,bbox_x3_margin,705,298,1161,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_182317__0212.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_182317,100lbs_bomb/2023-09-20_182317,0249,"flyby (z: 250, y: 1420)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_182317\gopro\0249.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_182317\labels\0249.json,bbox_x3_margin,736,436,1160,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_182317__0249.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb,2023-09-20_182317,100lbs_bomb/2023-09-20_182317,0285,"flyby (z: 250, y: 1420)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_182317\gopro\0285.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb\2023-09-20_182317\labels\0285.json,bbox_x3_margin,722,574,1159,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb__2023-09-20_182317__0285.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_155609,100lbs_bomb_(floor)/2023-09-21_155609,0074,ellipse (z: 1250),-32° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_155609\gopro\0074.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_155609\labels\0074.json,bbox_x3_margin,743,409,1138,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__0074.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_155609,100lbs_bomb_(floor)/2023-09-21_155609,0423,ellipse (z: 1250),-32° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_155609\gopro\0423.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_155609\labels\0423.json,bbox_x3_margin,425,568,1543,923,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__0423.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_155609,100lbs_bomb_(floor)/2023-09-21_155609,0772,ellipse (z: 1250),-32° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_155609\gopro\0772.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_155609\labels\0772.json,bbox_x3_margin,806,418,1132,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__0772.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_155609,100lbs_bomb_(floor)/2023-09-21_155609,1120,ellipse (z: 1250),-32° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_155609\gopro\1120.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_155609\labels\1120.json,bbox_x3_margin,41,599,1477,1080,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__1120.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_155609,100lbs_bomb_(floor)/2023-09-21_155609,1469,ellipse (z: 1250),-32° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_155609\gopro\1469.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_155609\labels\1469.json,bbox_x3_margin,698,226,1069,944,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_155609__1469.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_160146,100lbs_bomb_(floor)/2023-09-21_160146,0076,ellipse (z: 1000),-38° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160146\gopro\0076.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160146\labels\0076.json,bbox_x3_margin,794,393,1162,1074,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__0076.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_160146,100lbs_bomb_(floor)/2023-09-21_160146,0427,ellipse (z: 1000),-38° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160146\gopro\0427.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160146\labels\0427.json,bbox_x3_margin,543,451,1473,785,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__0427.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_160146,100lbs_bomb_(floor)/2023-09-21_160146,0778,ellipse (z: 1000),-38° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160146\gopro\0778.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160146\labels\0778.json,bbox_x3_margin,759,274,1053,926,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__0778.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_160146,100lbs_bomb_(floor)/2023-09-21_160146,1128,ellipse (z: 1000),-38° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160146\gopro\1128.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160146\labels\1128.json,bbox_x3_margin,405,542,1470,868,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__1128.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_160146,100lbs_bomb_(floor)/2023-09-21_160146,1479,ellipse (z: 1000),-38° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160146\gopro\1479.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160146\labels\1479.json,bbox_x3_margin,868,316,1157,989,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160146__1479.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_160551,100lbs_bomb_(floor)/2023-09-21_160551,0066,ellipse (z: 1000),-32° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160551\gopro\0066.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160551\labels\0066.json,bbox_x3_margin,798,347,1158,1033,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__0066.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_160551,100lbs_bomb_(floor)/2023-09-21_160551,0412,ellipse (z: 1000),-32° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160551\gopro\0412.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160551\labels\0412.json,bbox_x3_margin,446,649,1381,911,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__0412.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_160551,100lbs_bomb_(floor)/2023-09-21_160551,0758,ellipse (z: 1000),-32° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160551\gopro\0758.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160551\labels\0758.json,bbox_x3_margin,780,309,1077,969,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__0758.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_160551,100lbs_bomb_(floor)/2023-09-21_160551,1104,ellipse (z: 1000),-32° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160551\gopro\1104.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160551\labels\1104.json,bbox_x3_margin,304,621,1364,1074,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__1104.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_160551,100lbs_bomb_(floor)/2023-09-21_160551,1450,ellipse (z: 1000),-32° (start),0°,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160551\gopro\1450.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_160551\labels\1450.json,bbox_x3_margin,734,299,1057,964,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_160551__1450.jpg
UXO,100lbs_aircraft_bomb,100lbs_bomb_(floor),2023-09-21_161916,100lbs_bomb_(floor)/2023-09-21_161916,0052,"flyby (z: ?, y: 1000)",-60°,,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_161916\gopro\0052.jpg,C:\Users\stephenxxy\Desktop\project\recordings\100lbs_bomb_(floor)\2023-09-21_161916\labels\0052.json,bbox_x3_margin,848,353,1057,925,C:\Users\stephenxxy\Desktop\project\uxo_project\aux_recordings_optical_v1\UXO\100lbs_aircraft_bomb\100lbs_bomb_(floor)__2023-09-21_161916__0052.jpg
